node,nodeID,nodeNum,nodeTaxon,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite,consumer_strategy,consumer_type
1110_Parathalestris bulbiseta,1110_Parathalestris bulbiseta,1110,Parathalestris bulbiseta,NA,copepod,NA,adult,1,Both,present,435,all,usually associated with macroalgae but can also occur on unvegetated sand,aggregating,mobile,Taxonomic,Species,354576,Animalia,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Parathalestris,n,filter feeder,predator
1111_Parathalestris californica,1111_Parathalestris californica,1111,Parathalestris californica,NA,copepod,NA,adult,1,NA,present,435,all,usually associated with macroalgae but can also occur on unvegetated sand,aggregating,mobile,Taxonomic,Species,354577,Animalia,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Parathalestris,n,filter feeder,predator
1112_Phyllothalestris mysis,1112_Phyllothalestris mysis,1112,Phyllothalestris mysis,NA,copepod,NA,adult,1,NA,present,435,all,Algae rich lower intertidal habitats,aggregating,mobile,Taxonomic,Species,116607,Animalia,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Phyllothalestris,n,filter feeder,predator
1113_Rhynchothalestris helgolandica,1113_Rhynchothalestris helgolandica,1113,Rhynchothalestris helgolandica,NA,copepod,NA,adult,1,NA,present,435,all,Lower intertidal near algae,aggregating,mobile,Taxonomic,Species,116612,Animalia,Arthropoda,Copepoda,Harpacticoida,Thalestridae,Rhynchothalestris,n,filter feeder,predator
1114_Scutellidium arthuri,1114_Scutellidium arthuri,1114,Scutellidium arthuri,NA,copepod,NA,adult,1,Both,present,435,all,"On eelgrass, algae blades",aggregating,mobile,Taxonomic,Species,116643,Animalia,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Scutellidium,n,filter feeder,predator
1115_Scutellidium hippolytes,1115_Scutellidium hippolytes,1115,Scutellidium hippolytes,NA,copepod,NA,adult,1,Both,present,435,all,"On eelgrass, algae blades",aggregating,mobile,Taxonomic,Species,116645,Animalia,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Scutellidium,n,filter feeder,predator
1116_Tisbe furcata,1116_Tisbe furcata,1116,Tisbe furcata,NA,copepod,NA,adult,1,Both,present,435,all,"Eelgrass, detrital,, microalgal habitats.",aggregating,mobile,Taxonomic,Species,116665,Animalia,Arthropoda,Copepoda,Harpacticoida,Tisbidae,Tisbe,n,filter feeder,predator
1117_Namakosiramia californiensis,1117_Namakosiramia californiensis,1117,Namakosiramia californiensis,NA,copepod,NA,adult,1,NA,present,435,all,ectoparasitic on sea cucumber,solitary,sessile,Taxonomic,Species,353630,Animalia,Arthropoda,Copepoda,Harpacticoida,Laophontidae,Namakosiramia,y,endoparasite,macroparasite
1118_Donsiella limnoriae,1118_Donsiella limnoriae,1118,Donsiella limnoriae,NA,copepod,NA,adult,1,NA,present,435,all,ectoparasitic on isopods in genus Limnoria,solitary,sessile,Taxonomic,Species,116581,Animalia,Arthropoda,Copepoda,Harpacticoida,Pseudotachidiidae,Donsiella,y,endoparasite,macroparasite
1198_Hesperibalanus hesperius,1198_Hesperibalanus hesperius,1198,Hesperibalanus hesperius,NA,barnacle,NA,adult,1,N,present,435,low,"frequently on crabs, mollusk shells; low intertidal in laminarían holdfasts",solitary,sessile,Taxonomic,Species,733550,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Hesperibalanus,n,filter feeder,predator
1200_Cyathura munda,1200_Cyathura munda,1200,Cyathura munda,NA,isopod,NA,adult,1,Both,common,435,low,"kelp holdfasts (e.g., Egregia, Laminaria), on surfgrass (Phyllospadix)",solitary,mobile,Taxonomic,Species,255437,Animalia,Arthropoda,Malacostraca,Isopoda,Anthuridae,Cyathura,n,typical predator,predator
1201_Mesanthura occidentalis,1201_Mesanthura occidentalis,1201,Mesanthura occidentalis,NA,isopod,NA,adult,1,S,present,435,all,"kelp, rocks",solitary,mobile,Taxonomic,Species,258348,Animalia,Arthropoda,Malacostraca,Isopoda,Anthuridae,Mesanthura,n,typical predator,predator
1203_Colanthura bruscai,1203_Colanthura bruscai,1203,Colanthura bruscai,NA,isopod,NA,adult,1,S,present,435,all,NA,solitary,mobile,Taxonomic,Species,258093,Animalia,Arthropoda,Malacostraca,Isopoda,Paranthuridae,Colanthura,n,typical predator,predator
1204_Paranthura elegans,1204_Paranthura elegans,1204,Paranthura elegans,NA,isopod,NA,adult,1,Both,present,435,all,"algal mats, mud bottoms, pier pilings, rocky low intertidal in holdfasts of Laminaria, Macrocystis, among coralline algae,, other habitats.",solitary,mobile,Taxonomic,Species,255583,Animalia,Arthropoda,Malacostraca,Isopoda,Paranthuridae,Paranthura,n,typical predator,predator
1205_Ianiropsis analoga,1205_Ianiropsis analoga,1205,Ianiropsis analoga,NA,isopod,NA,adult,1,N,present,435; 536,all,intertidal under rocks or in Laminaria holdfasts,solitary,mobile,Taxonomic,Species,255982,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,n,detritivore,detritivore
1206_Ianiropsis derjugini,1206_Ianiropsis derjugini,1206,Ianiropsis derjugini,NA,isopod,NA,adult,1,N,present,435,all,intertidal under rocks covered by algae,solitary,mobile,Taxonomic,Species,255983,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,n,detritivore,detritivore
1207_Ianiropsis epilittoralis,1207_Ianiropsis epilittoralis,1207,Ianiropsis epilittoralis,NA,isopod,NA,adult,1,N,present,435,high,on green filamentous algae in high intertidal,solitary,mobile,Taxonomic,Species,255984,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,n,detritivore,detritivore
1208_Ianiropsis kincaidi,1208_Ianiropsis kincaidi,1208,Ianiropsis kincaidi,NA,isopod,NA,adult,1,N,present,435; 536,all,intertidal,solitary,mobile,Taxonomic,Species,255985,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,n,detritivore,detritivore
1209_Ianiropsis montereyensis,1209_Ianiropsis montereyensis,1209,Ianiropsis montereyensis,NA,isopod,NA,adult,1,N,present,435,all,nder rocks or in Macrocystis holdfasts.,solitary,mobile,Taxonomic,Species,255992,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,n,detritivore,detritivore
1210_Ianiropsis tridens,1210_Ianiropsis tridens,1210,Ianiropsis tridens,NA,isopod,NA,adult,1,N,present,435,all,"on algae, occasionally found in sponges",solitary,mobile,Taxonomic,Species,256001,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Ianiropsis,n,detritivore,detritivore
1211_Janiralata davisi,1211_Janiralata davisi,1211,Janiralata davisi,NA,isopod,NA,adult,1,N,present,435,low,under rocks,solitary,mobile,Taxonomic,Species,256009,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Janiralata,n,detritivore,detritivore
1212_Janiralata occidentalis,1212_Janiralata occidentalis,1212,Janiralata occidentalis,NA,isopod,NA,adult,1,Both,present,435,all,under rocks,solitary,mobile,Taxonomic,Species,256019,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Janiralata,n,detritivore,detritivore
1215_Munna chromatocephala,1215_Munna chromatocephala,1215,Munna chromatocephala,NA,isopod,NA,adult,1,N,present,435; 316; 536,all,"on red algae, among encrusting organisms on rocks",solitary,mobile,Taxonomic,Species,256207,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,n,detritivore,detritivore
1216_Munna halei,1216_Munna halei,1216,Munna halei,NA,isopod,NA,adult,1,N,present,435; 316,all,"intertidal under rocks, in Macrocystis holdfast,, among spines of the purple sea urchin Strongylocentrotus purpuratus.",solitary,mobile,Taxonomic,Species,256215,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,n,detritivore,detritivore
1217_Munna stephenseni,1217_Munna stephenseni,1217,Munna stephenseni,NA,isopod,NA,adult,1,N,present,435; 316,all,NA,solitary,mobile,Taxonomic,Species,256244,Animalia,Arthropoda,Malacostraca,Isopoda,Munnidae,Munna,n,detritivore,detritivore
1218_Santia hirsuta,1218_Santia hirsuta,1218,Santia hirsuta,NA,isopod,NA,adult,1,N,present,435,middle,"intertidal in rock, sand between coralline, laminarian algal zones",solitary,mobile,Taxonomic,Species,258435,Animalia,Arthropoda,Malacostraca,Isopoda,Santiidae,Santia,n,unknown,unknown
1219_Argeia pugettensis,1219_Argeia pugettensis,1219,Argeia pugettensis,NA,isopod,NA,adult,1,Both,double check,435,all,Branchial parasites on crangonid shrimps - mostly subtidal?,solitary,mobile,Taxonomic,Species,259044,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Argeia,y,endoparasite,macroparasite
1220_Bopyrella calmani,1220_Bopyrella calmani,1220,Bopyrella calmani,Bopyriscus caimani,isopod,NA,adult,1,Both,double check,435,all,on branchial chamber of the snapping shrimp,solitary,mobile,Taxonomic,Species,534596,Animalia,Arthropoda,Malacostraca,Isopoda,Bopyridae,Bopyrella,y,endoparasite,macroparasite
1222_Cabirops montereyensis,1222_Cabirops montereyensis,1222,Cabirops montereyensis,NA,isopod,NA,adult,1,N,present,435,low,on marsupium of the isopod Aporobopyrus muguensis (which in turn lives in the branchial cavity of the porcelain crab Pachycheles).,solitary,mobile,Taxonomic,Species,259513,Animalia,Arthropoda,Malacostraca,Isopoda,Cabiropidae,Cabirops,y,endoparasite,macroparasite
1223_Cirolana diminuta,1223_Cirolana diminuta,1223,Cirolana diminuta,NA,isopod,NA,adult,1,S,present,435,all,NA,solitary,mobile,Taxonomic,Species,256515,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Cirolana,n,carnivore (scavenger + predator),predator
1224_Eurydice caudata,1224_Eurydice caudata,1224,Eurydice caudata,NA,isopod,NA,adult,1,S,present,435,all,NA,solitary,mobile,Taxonomic,Species,256594,Animalia,Arthropoda,Malacostraca,Isopoda,Cirolanidae,Eurydice,n,carnivore (scavenger + predator),predator
1226_Excorallana truncata,1226_Excorallana truncata,1226,Excorallana truncata,NA,isopod,NA,adult,1,S,present,435,all,NA,solitary,mobile,Taxonomic,Species,260379,Animalia,Arthropoda,Malacostraca,Isopoda,Corallanidae,Excorallana,n,typical predator,predator
1227_Elthusa californica,1227_Elthusa californica,1227,Elthusa californica,NA,isopod,NA,adult,1,Both,present,435,all,on fish,solitary,sessile,Taxonomic,Species,256781,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Elthusa,y,endoparasite,macroparasite
1228_Elthusa vulgaris,1228_Elthusa vulgaris,1228,Elthusa vulgaris,Lironeca vulgaris,isopod,NA,adult,1,Both,double check,435,all,in gill chambers of fish (look up in Love & Moser),solitary,mobile,Taxonomic,Species,256803,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Elthusa,y,endoparasite,macroparasite
1229_Nerocila acuminata,1229_Nerocila acuminata,1229,Nerocila acuminata,NA,isopod,NA,adult,1,S,double check,435,all,parasite of many fish spp (look up in Love & Moser,solitary,mobile,Taxonomic,Species,118906,Animalia,Arthropoda,Malacostraca,Isopoda,Cymothoidae,Nerocila,y,endoparasite,macroparasite
1231_Limnoria lignorum,1231_Limnoria lignorum,1231,Limnoria lignorum,NA,isopod,gribble,adult,1,N,present,435,all,wood borer,solitary,mobile,Taxonomic,Species,118917,Animalia,Arthropoda,Malacostraca,Isopoda,Limnoriidae,Limnoria,n,detritivore,detritivore
1232_Limnoria quadripunctata,1232_Limnoria quadripunctata,1232,Limnoria quadripunctata,NA,isopod,gribble,adult,1,S,present,435,all,wood borer,solitary,mobile,Taxonomic,Species,118918,Animalia,Arthropoda,Malacostraca,Isopoda,Limnoriidae,Limnoria,n,detritivore,detritivore
1233_Limnoria tripunctata,1233_Limnoria tripunctata,1233,Limnoria tripunctata,NA,isopod,gribble,adult,1,Both,present,435,all,wood borer,solitary,mobile,Taxonomic,Species,148645,Animalia,Arthropoda,Malacostraca,Isopoda,Limnoriidae,Limnoria,n,detritivore,detritivore
1234_Caecijaera horvathi,1234_Caecijaera horvathi,1234,Caecijaera horvathi,NA,isopod,NA,adult,1,NA,present,435,all,living in burrows excavated in wood by the isopod Limnoria.,solitary,mobile,Taxonomic,Species,255961,Animalia,Arthropoda,Malacostraca,Isopoda,Janiridae,Caecijaera,n,detritivore,detritivore
1235_Ancinus granulatus,1235_Ancinus granulatus,1235,Ancinus granulatus,NA,isopod,NA,adult,1,S,present,435,all,intertidal,solitary,mobile,Taxonomic,Species,258874,Animalia,Arthropoda,Malacostraca,Isopoda,Ancinidae,Ancinus,n,grazer,micropredator
1236_Dynamene benedicti,1236_Dynamene benedicti,1236,Dynamene benedicti,NA,isopod,NA,adult,1,N,present,435,all,intertidal,solitary,mobile,Taxonomic,Species,291366,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamene,n,grazer,micropredator
1237_Dynamenella dilatata,1237_Dynamenella dilatata,1237,Dynamenella dilatata,NA,isopod,NA,adult,1,N,present,435; 536,all,intertidal,solitary,mobile,Taxonomic,Species,1673499,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamenella,n,grazer,micropredator
1238_Dynamenella glabra,1238_Dynamenella glabra,1238,Dynamenella glabra,NA,isopod,NA,adult,1,Both,present,435; 536,all,intertidal,solitary,mobile,Taxonomic,Species,1673497,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamenella,n,grazer,micropredator
1239_Dynamenella sheareri,1239_Dynamenella sheareri,1239,Dynamenella sheareri,NA,isopod,NA,adult,1,NA,present,435; 536,all,intertidal,solitary,mobile,Taxonomic,Species,291374,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Dynamenella,n,grazer,micropredator
1241_Exosphaeroma inornata,1241_Exosphaeroma inornata,1241,Exosphaeroma inornata,NA,isopod,NA,adult,1,Both,present,435,all,in holdfasts of Macrocystis,solitary,mobile,Taxonomic,Species,257025,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Exosphaeroma,n,grazer,micropredator
1242_Gnorimosphaeroma noblei,1242_Gnorimosphaeroma noblei,1242,Gnorimosphaeroma noblei,NA,isopod,NA,adult,1,N,present,435,high,under rocks,solitary,mobile,Taxonomic,Species,260463,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Gnorimosphaeroma,n,grazer,micropredator
1243_Paradella dianae,1243_Paradella dianae,1243,Paradella dianae,NA,isopod,NA,adult,1,S,present,435,all,intertidal,solitary,mobile,Taxonomic,Species,261839,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Paradella,n,grazer,micropredator
1244_Sphaeroma quoianum,1244_Sphaeroma quoianum,1244,Sphaeroma quoianum,NA,isopod,NA,adult,1,Both,present,435,all,"Intertidal to shallow subtidal in wood, mud, soft rock borer",solitary,mobile,Taxonomic,Species,257076,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma,n,grazer,micropredator
1245_Sphaeroma walkeri,1245_Sphaeroma walkeri,1245,Sphaeroma walkeri,NA,isopod,NA,adult,1,S,present,435,all,introduced,solitary,mobile,Taxonomic,Species,220727,Animalia,Arthropoda,Malacostraca,Isopoda,Sphaeromatidae,Sphaeroma,n,grazer,micropredator
1246_Gnathia steveni,1246_Gnathia steveni,1246,Gnathia steveni,NA,isopod,NA,adult,1,S,present,435,all,intertidal,solitary,mobile,Taxonomic,Species,257218,Animalia,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,n,non-feeding,non-feeding
1247_Idarcturus hedgpethi,1247_Idarcturus hedgpethi,1247,Idarcturus hedgpethi,NA,isopod,NA,adult,1,N,present,435,all,on hydroids,solitary,mobile,Taxonomic,Species,260739,Animalia,Arthropoda,Malacostraca,Isopoda,Arcturidae,Idarcturus,n,unknown,unknown
1248_Cleantioides occidentalis,1248_Cleantioides occidentalis,1248,Cleantioides occidentalis,NA,isopod,NA,adult,1,S,present,435,all,NA,solitary,mobile,Taxonomic,Species,259811,Animalia,Arthropoda,Malacostraca,Isopoda,Holognathidae,Cleantioides,n,unknown,unknown
1249_Colidotea findleyi,1249_Colidotea findleyi,1249,Colidotea findleyi,NA,isopod,NA,adult,1,S,common,435,all,on Sargassum,solitary,mobile,Taxonomic,Species,259824,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Colidotea,n,grazer,micropredator
1251_Erichsonella pseudoculata,1251_Erichsonella pseudoculata,1251,Erichsonella pseudoculata,NA,isopod,NA,adult,1,S,present,435,all,NA,solitary,mobile,Taxonomic,Species,325479,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Erichsonella,n,grazer,micropredator
1252_Idotea ochotensis,1252_Idotea ochotensis,1252,Idotea ochotensis,NA,isopod,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,257351,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,n,grazer,micropredator
1253_Pentidotea resecata,1253_Pentidotea resecata,1253,Pentidotea resecata,Idotea resecata,isopod,NA,adult,1,Both,present,435,all,"living in Macrocystis, Egregia, Zostera",solitary,mobile,Taxonomic,Species,325482,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,n,grazer,micropredator
1254_Idotea rufescens,1254_Idotea rufescens,1254,Idotea rufescens,NA,isopod,NA,adult,1,NA,present,435,all,on algae,solitary,mobile,Taxonomic,Species,257353,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Idotea,n,grazer,micropredator
1255_Pentidotea schmitti,1255_Pentidotea schmitti,1255,Pentidotea schmitti,NA,isopod,NA,adult,1,NA,present,435,all,NA,solitary,mobile,Taxonomic,Species,261980,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Pentidotea,n,grazer,micropredator
1256_Synidotea berolzheimeri,1256_Synidotea berolzheimeri,1256,Synidotea berolzheimeri,NA,isopod,NA,adult,1,N,present,435,all,on hydroid Aglaophenia sp,solitary,mobile,Taxonomic,Species,257371,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,n,grazer,micropredator
1257_Synidotea consolidata,1257_Synidotea consolidata,1257,Synidotea consolidata,NA,isopod,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,257378,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,n,grazer,micropredator
1258_Synidotea harfordi,1258_Synidotea harfordi,1258,Synidotea harfordi,NA,isopod,NA,adult,1,Both,present,435,all,NA,solitary,mobile,Taxonomic,Species,257389,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,n,grazer,micropredator
1259_Synidotea pettiboneae,1259_Synidotea pettiboneae,1259,Synidotea pettiboneae,NA,isopod,NA,adult,1,N,present,435,all,"intertidal on hydroids, bryozoans",solitary,mobile,Taxonomic,Species,257412,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,n,grazer,micropredator
1260_Synidotea ritteri,1260_Synidotea ritteri,1260,Synidotea ritteri,NA,isopod,NA,adult,1,N,present,435,all,NA,solitary,mobile,Taxonomic,Species,257415,Animalia,Arthropoda,Malacostraca,Isopoda,Idoteidae,Synidotea,n,grazer,micropredator
1264_Gnathia steveni,1264_Gnathia steveni_juvenile,1264,Gnathia steveni,NA,isopod,NA,juvenile,3,S,present,435,low,temporary parasite on marine fishes (derived from family info,solitary,sessile,Taxonomic,Species,257218,Animalia,Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,y,endoparasite,macroparasite
1268_Zeuxo normani,1268_Zeuxo normani,1268,Zeuxo normani,NA,isopod,NA,adult,1,Both,present,435; 367; 536,all,"On bryozoans, hydroids,, red (especially coralline) algae",solitary,mobile,Taxonomic,Species,819913,Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaididae,Zeuxo,n,detritivore,detritivore
1269_Zeuxo paranormani,1269_Zeuxo paranormani,1269,Zeuxo paranormani,NA,isopod,NA,adult,1,Both,present,435; 367,all,NA,solitary,mobile,Taxonomic,Species,819915,Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaididae,Zeuxo,n,detritivore,detritivore
1270_Lignophliantis pyrifera,1270_Lignophliantis pyrifera,1270,Lignophliantis pyrifera,NA,gammarid,NA,adult,1,N,present,435,all,Bores into haptera of the kelp Macrocystis pyrifera.,solitary,mobile,Taxonomic,Species,489670,Animalia,Arthropoda,Malacostraca,Amphipoda,Eophliantidae,Lignophliantis,n,omnivore,predator
1271_Pariphinotus escabrosus,1271_Pariphinotus escabrosus,1271,Pariphinotus escabrosus,NA,gammarid,NA,adult,1,N,abundant,435,all,"Moderately abundant under rock substrata, in kelp Macrocystis holdfasts, rare in surfgrass Phyllospadix.",solitary,mobile,Taxonomic,Species,548478,Animalia,Arthropoda,Malacostraca,Amphipoda,Phliantidae,Pariphinotus,n,omnivore,predator
