reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_category,resource_phylum,resource_class,resource_order,resource_family,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,eaten_by,parasitized_by,node_type,node_resolution,kingdom,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
258,Clinocottus gobiceps,adult,Dipolydora,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,rocky headlands Straight of Juan de Fuca,1631,Dipolydora elegantissima,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,ores in hermit crab and Pismo clam (Tivela) shells,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Dipolydora,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,rocky headlands Straight of Juan de Fuca,1632,Dipolydora giardi,"North America, Europe, Australia, and New Zealand",adult,NA,Both,present,Light & Smith,all,"bores into coralline algae and mollusk shells, especially those of the abalone Haliotis rufescens.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Dispio,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,rocky headlands Straight of Juan de Fuca,1633,Dispio uncinata,Tómales Bay to southern California,adult,NA,Both,unclear,Light & Smith,all,in mixed sediments,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Dodecaceria,polychaete,Annelida,Polychaeta,Terebellida,Cirratulidae,class,rocky headlands Straight of Juan de Fuca,435,Dodecaceria fewkesi,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle,fused clusters of calcareous tubes,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Dodecaceria,polychaete,Annelida,Polychaeta,Terebellida,Cirratulidae,class,rocky headlands Straight of Juan de Fuca,626,Dodecaceria fistulicola,NA,adult,NA,both,present,Hadfield 1967,low,with vermetid worms,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Dorvillea,polychaete,Annelida,Polychaeta,Eunicida,Dorvilleidae,class,rocky headlands Straight of Juan de Fuca,1609,Dorvillea moniloceras,Columbia River to Point Conception,adult,NA,N,present,Light & Smith; MAH,all,Among worms and tunicates on floats and pilings in coastal embayments; rocky intertidal to low water.,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Drilonereis,polychaete,Annelida,Polychaeta,Eunicida,Oenonidae,class,rocky headlands Straight of Juan de Fuca,1616,Drilonereis falcata,Central California,adult,NA,N,unclear,Light & Smith,all,mixed sediments,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Drilonereis,polychaete,Annelida,Polychaeta,Eunicida,Oenonidae,class,rocky headlands Straight of Juan de Fuca,1617,Drilonereis longa,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,mixed sediments,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Drilonereis,polychaete,Annelida,Polychaeta,Eunicida,Oenonidae,class,rocky headlands Straight of Juan de Fuca,1618,Drilonereis nuda,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky bottoms with kelp, in tide pools",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Epigamia,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,rocky headlands Straight of Juan de Fuca,1565,Epigamia noroi,"California, Japan",adult,NA,Both,present,Light & Smith,all,"among hydroids, bryozoans and algae",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Autolytinae,NA,Nereidiformia,NA,NA,NA,NA,Autolytini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eteone,polychaete,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,class,rocky headlands Straight of Juan de Fuca,1555,Eteone balboensis,Central and Southern California,adult,NA,NA,unclear/rare,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Eteoninae,NA,Phyllodociformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eudistylia,polychaete,Annelida,Polychaeta,Sabellida,Sabellidae,class,rocky headlands Straight of Juan de Fuca,1674,Eudistylia polymorpha,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky habitats, also in harbors on floats and wharves; tubes thick, parchmentlike, basally attached to hard substratum",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eulalia,polychaete,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,class,rocky headlands Straight of Juan de Fuca,1557,Eulalia californiensis,Central California,adult,NA,N,rare,Light & Smith,all,"variety of bottom types, including sand, shelly gravel, among crevices in rocks, and in algal holdfasts",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Eteoninae,NA,Phyllodociformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eulalia,polychaete,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,class,rocky headlands Straight of Juan de Fuca,1556,Eulalia quadrioculata,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,"among mussels and barnacles, in algal holdfasts, and under rocks in debris",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Eteoninae,NA,Phyllodociformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eulalia,polychaete,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,class,rocky headlands Straight of Juan de Fuca,1558,Eulalia viridis,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,all,"under rocks and in algal holdfasts, rare locally but introduced on the east coast",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Eteoninae,NA,Phyllodociformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eunereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1591,Eunereis longipes,Northern California,adult,NA,N,present,Light & Smith,all,intertidal in rock crevices,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eunice,polychaete,Annelida,Polychaeta,Eunicida,Eunicidae,class,rocky headlands Straight of Juan de Fuca,1604,Eunice antennata,cosmopolitan,adult,NA,Both,rare,Light & Smith,all,A rocky intertidal,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eunice,polychaete,Annelida,Polychaeta,Eunicida,Eunicidae,class,rocky headlands Straight of Juan de Fuca,1605,Eunice valens,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Eurythoe,polychaete,Annelida,Polychaeta,Amphinomida,Amphinomidae,class,rocky headlands Straight of Juan de Fuca,1554,Eurythoe complanata,Columbia River to Point Conception,adult,NA,N,fairly common,Light & Smith,all,under rocks,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Amphinominae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Exogone,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,rocky headlands Straight of Juan de Fuca,1570,Exogone dwisula,Canada to southern California,adult,NA,Both,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Exogoninae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Flabesymbios,polychaete,Annelida,Polychaeta,Terebellida,Flabelligeridae,class,rocky headlands Straight of Juan de Fuca,591,Flabesymbios commensalis,Monterey Bay to South,adult,100,Both,present,"Morris, Abbott, & Haderlie",low to very low,"rocky intertidal, free living or commensal with urchins",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Glycera,polychaete,Annelida,Polychaeta,Phyllodocida,Glyceridae,class,rocky headlands Straight of Juan de Fuca,1603,Glycera robusta,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,all,cobble,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,Glyceriformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Halosydna,scale worm,Annelida,Polychaeta,Phyllodocida,Polynoidae,class,rocky headlands Straight of Juan de Fuca,425,Halosydna brevisetosa,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,free living in mussel beds/holdfasts or commensal in tubes,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Haplosyllis,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,rocky headlands Straight of Juan de Fuca,1576,Haplosyllis spongicola,cosmopolitan,adult,NA,Both,unclear,Light & Smith,low,Among sponges and bryozoans in shallow rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Syllinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Harmothoe,polychaete,Annelida,Polychaeta,Phyllodocida,Polynoidae,class,rocky headlands Straight of Juan de Fuca,1546,Harmothoe hirsuta,Southern California,adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Polynoinae,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Harmothoe,scale worm,Annelida,Polychaeta,Phyllodocida,Polynoidae,class,rocky headlands Straight of Juan de Fuca,426,Harmothoe imbricata,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,"free living in crevice/holdfasts or commensal in tubes; he intertidal under rocks, in eelgrass beds, subtidally on rocky, muddy, or sandy substrates, in kelp holdfasts, mussel beds, and old Sabeilaria reefs",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Polynoinae,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Hyboscolex,polychaete,Annelida,Polychaeta,NA,Scalibregmatidae,class,rocky headlands Straight of Juan de Fuca,1659,Hyboscolex pacificus,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,low,"low rocky intertidal, burrowing",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Scolecida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Hydroides,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,rocky headlands Straight of Juan de Fuca,1682,Hydroides gracilis,Monterey Bay to south,adult,NA,Both,present,Light & Smith,all,On rocks and gastropod shells; solitary tubes irregularly coiled,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Serpulinae,NA,NA,NA,NA,NA,NA,Serpulini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Idanthyrsus,polychaete,Annelida,Polychaeta,NA,Sabellariidae,class,rocky headlands Straight of Juan de Fuca,1662,Idanthyrsus saxicavus,Columbia River to Point Conception,adult,NA,N,unclear,Light & Smith,low,"Rocky habitats, not forming large colonies",aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Janua,polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,rocky headlands Straight of Juan de Fuca,447,Janua brasiliensis,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",middle to low,"under rocks, on algae, on mussels",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Januini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Lepidasthenia,polychaete,Annelida,Polychaeta,Phyllodocida,Polynoidae,class,rocky headlands Straight of Juan de Fuca,1547,Lepidasthenia longicirrata,Vancouver Island to southern California,adult,NA,NA,present,Light & Smith,all,"among rocks, or in shelly substrata; often associated with parchmentlike, sand and shell-covered tubes that the worm apparently constructs; reported as a commensal with maldanid polychaetes;",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Lepidonotus,polychaete,Annelida,Polychaeta,Phyllodocida,Polynoidae,class,rocky headlands Straight of Juan de Fuca,1548,Lepidonotus squamatus,north Pacific rim to northern Mexico,adult,NA,Both,present,Light & Smith,all,"variety of habitats including kelp holdfasts, under rocks, and among mussel shells or barnacles.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Lepidonotinae,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Lumbrineris,polychaete,Annelida,Polychaeta,Eunicida,Lumbrineridae,class,rocky headlands Straight of Juan de Fuca,1612,Lumbrineris latreilli,cosmopolitan,adult,NA,Both,present,Light & Smith,all,"intertidal to slope depths in mud, sand, eelgrass beds, under rocks.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Marphysa,polychaete,Annelida,Polychaeta,Eunicida,Eunicidae,class,rocky headlands Straight of Juan de Fuca,1606,Marphysa sanguinea,"Southern California to Mexico, introduced to San Francisco Bay",adult,NA,Both,present,Light & Smith,all,shaley rocks and hard-packed clays;,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Marphysa,polychaete,Annelida,Polychaeta,Eunicida,Eunicidae,class,rocky headlands Straight of Juan de Fuca,1607,Marphysa stylobranchiata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"rocky habitats, in crevices",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Megalomma,polychaete,Annelida,Polychaeta,Sabellida,Sabellidae,class,rocky headlands Straight of Juan de Fuca,1675,Megalomma splendida,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,all,"Rocky bottoms, rare intertidal",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Sabellinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Micronereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1592,Micronereis nanaimoensis,Columbia River to Point Conception,eggs,NA,N,unclear,Light & Smith,all,Egg cocoons found attached to eelgrass near the entrance to Tomales Bay and to Obelia sp. Bodega Harbor,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Micronereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1593,Micronereis nanaimoensis,Columbia River to Point Conception,larvae,NA,N,unclear,Light & Smith,all,pelagic,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Microspio,polychaete,Annelida,Polychaeta,Spionida,Spionidae,class,rocky headlands Straight of Juan de Fuca,1634,Microspio pigmentata,"Central and southern California to Mexico,",adult,NA,Both,unclear,Light & Smith,all,NA,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,NA,NA,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Myrianida,polychaete,Annelida,Polychaeta,Phyllodocida,Syllidae,class,rocky headlands Straight of Juan de Fuca,1566,Myrianida convoluta,"north Pacific, north Atlantic, and Mediterranean",adult,NA,Both,present,Light & Smith,all,"amongst hydroids, bryozoans and tunicates",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Autolytinae,NA,Nereidiformia,NA,NA,NA,NA,Autolytini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Naineris,polychaete,Annelida,Polychaeta,NA,Orbiniidae,class,rocky headlands Straight of Juan de Fuca,1619,Naineris dendritica,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,"rocky intertidal areas; found in algal holdfasts, bryozoan masses, and debris under and between rocks;",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Neanthes,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1594,Neanthes brandti,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"intertidal areas, including sand and rock",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Neanthes,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1595,Neanthes virens,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"intertidal areas, including sand and rock",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Neodexiospira,spirorbid polychaete,Annelida,Polychaeta,Sabellida,Serpulidae,class,rocky headlands Straight of Juan de Fuca,1687,Neodexiospira pseudocorrugata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"On intertidal rocks, stones, and shells; found sparsely intermixed with Spirorbis bifurcatus or Simplaria potswaldi",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Spirorbinae,NA,NA,NA,NA,NA,NA,Januini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Neoleprea,polychaete,Annelida,Polychaeta,Terebellida,Terebellidae,class,rocky headlands Straight of Juan de Fuca,1665,Neoleprea californica,Oregon to Southern California,adult,NA,Both,present,Light & Smith,all,Rocky habitats; algal holdfasts,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Sedentaria,Canalipalpata,NA,NA,NA,NA,Terebellinae,NA,Terebelliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Nereiphylla,polychaete,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,class,rocky headlands Straight of Juan de Fuca,1559,Nereiphylla castanea,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,common in algal holdfasts and other microhabitats in rocky areas,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Notophyllinae,NA,Phyllodociformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Nereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1596,Nereis eakini,Central California,adult,NA,N,present,Light & Smith,all,known only from central California in intertidal rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Nereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,429,Nereis grubei,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",middle to low,"mucus tubes in algae fronds, holdfasts, and mussel beds",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Nereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1597,Nereis latescens,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,common in algal holdfasts and among rocks and debris,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Nereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1598,Nereis pelagica,cosmopolitan,adult,NA,Both,present,Light & Smith,all,rocky habitats,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Clinocottus gobiceps,adult,Nereis,polychaete,Annelida,Polychaeta,Phyllodocida,Nereididae,class,rocky headlands Straight of Juan de Fuca,1599,Nereis procera,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"silt, sand, and on rocks.",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
