man_edits,id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,aphia,kingdom,phylum,class,order,family,genus,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily,date_added,species.x,species2,species.y
NA,1772,Tonicella venusta,NA,chiton,NA,NA,Pacific Northwest to Northern Baja California,adult,NA,Both,rare,Light & Smith,very low,"top, sides of rocks, more common subtidally",solitary,mobile,not reported,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,386446,Animalia,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Tonicella,Neoloricata,NA,NA,NA,Mopalioidea,NA,Tonicellinae,NA,Acanthochitonina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,621,Euplotaspis cionaecola,NA,ciliate,NA,NA,NA,adult,NA,NA,NA,Burreson 1975,NA,in tunicates,solitary,mobile,not reported,unknown,NA,NA,tunicates (see above),NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,NA,Chromista,Ciliophora,Spirotrichea,Euplotida,Euplotidae,Euplotopsis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-Apr-24,584,Foettingeria actiniarium,NA,ciliate,NA,NA,NA,NA,NA,Both,present,NA,NA,on Tealia crassicorna,aggregating,mobile,Tealia crassicornot reported,parasite,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,172328,Chromista,Ciliophora,Oligohymenophorea,Apostomatida,Foettingeriidae,Foettingeria,Apostomatia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2174,Cryptocaryon irritans,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,parasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,417412,Chromista,Ciliophora,Prostomatea,Prorodontida,Holophryidae,Cryptocaryon,NA,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,620,Parahypocoma rhamphisokarya,NA,ciliate,NA,NA,NA,adult,NA,NA,NA,Burreson 1974,NA,in tunicates,solitary,mobile,not reported,unknown,NA,NA,tunicates (see above),NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,427221,Chromista,Ciliophora,Phyllopharyngea,Hypocomatida,Hypocomidae,Parahypocoma,Rhynchodia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2359,Ambipherya sp.,NA,ciliate,NA,NA,NA,adult,NA,N,present,205,all,on Leptocottus armatus gills,NA,NA,not reported,parasite,obligate specialist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,add,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ambipherya sp.,Ambipherya,NA
NA,677,ciliate_1,NA,ciliate,NA,NA,NA,NA,NA,NA,NA,PO,NA,NA,aggregating,mobile,not reported,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Common Name,Morphospecies,NA,NA,NA,NA,NA,NA,NA,NA,Chromista,Ciliophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Alveolata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,582,Orchitophrya stellarum,Orchitophyra,ciliate,NA,NA,NA,NA,NA,Both,common,NA,low to high,on asteroids,aggregating,mobile,asteroids,parasite,facultative generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,5,NA,NA,NA,NA,NA,all,NA,Chromista,Ciliophora,Oligohymenophorea,Philasterida ,Orchitophryidae ,Orchitophrya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2275,Scyphidia sp.,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,parasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,163587,Chromista,Ciliophora,Oligohymenophorea,Sessilida,Scyphidiidae,Scyphidia,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2156,Trichodina lairdi,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,ectoparasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,426799,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2155,Trichodina sp.,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,ectoparasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,NA,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2281,Trichodina cottidarum,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,parasite,obligate,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,426781,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2282,Trichodina domerguei,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,parasite,obligate,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,426785,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2105,Trichodina jadranica,NA,ciliate,NA,NA,NA,adult,NA,NA,NA,76,NA,NA,solitary,sessile,not reported,parasite,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,426795,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2283,Trichodina rectuncinata,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,parasite,obligate,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,426831,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,2284,Trichodina vancouverense,NA,ciliate,NA,NA,NA,adult,NA,NA,present,205,all,NA,solitary,sessile,not reported,parasite,obligate,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,426844,Chromista,Ciliophora,Oligohymenophorea,Mobilida,Trichodinidae,Trichodina,Peritrichia,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,619,Trichophrya salparum,NA,ciliate,NA,NA,NA,adult,NA,NA,NA,Burreson 1973,NA,in tunicates,solitary,mobile,not reported,unknown,NA,NA,tunicates (see above),NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,427247,Chromista,Ciliophora,Phyllopharyngea,Endogenida,Trichophryidae,Trichophrya,Suctoria,NA,NA,NA,NA,Intramacronucleata,NA,NA,NA,NA,NA,Harosa,Alveolata,NA,NA,Ventrata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,371,Pododesmus cepio,NA,clam,abalone jingle,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"protected nooks; common on rocks, abalone shells,, in dead shells",solitary,sessile,not reported,filter feeder,generalist,NA,algae in shell,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,600577,Animalia,Mollusca,Bivalvia,Pectinida,Anomiidae,Pododesmus,Autobranchia,Pteriomorphia,NA,NA,Anomioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,376,Glans carpenteri,NA,clam,little heart clam,NA,NA,adult,10,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,attaches by a byssus to the undersurfaces of rocks on open coast,solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,broods young,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,504908,Animalia,Mollusca,Bivalvia,Carditida,Carditidae,Glans,Autobranchia,Heteroconchia,Archiheterodonta,NA,Carditoidea,NA,Carditamerinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,372,Chama arcana,Lepidozona regularis,clam,NA,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,under rocks,solitary,mobile,not reported,filter feeder,generalist,Enhydra lutris,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,middle,504775,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Chama,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Chamoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,373,Pseudochama exogyra,NA,clam,reversed chama,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle,large clusters; Cemented to algaecovered rocks on open coast,aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,504794,Animalia,Mollusca,Bivalvia,Venerida,Chamidae,Pseudochama,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Chamoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,377,Kellia suborbicularis,Kellia laperousii,clam,smooth kelly clam,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,"interstitial places; nestling on pilings, rocks, in mussel beds, empty barnacles, bottles,, pholad holes",solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,"brood young , dwarf male",Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,140161,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Kellia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,374,Lasaea adansoni,Lasaea cistula,clam,NA,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"attached to Endocladia muricata, inside dead Balanus glandula, among mussels, Postelsia holdfasts",solitary,mobile,detritus,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,brood young,Taxonomic,Species,2,fix,NA,NA,NA,NA,high,178911,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Lasaea,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,375,Lasaea subviridis,NA,clam,NA,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",middle,"in byssal threads of Mytilus, might be same species as L. cistula?",solitary,mobile,not reported,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,575180,Animalia,Mollusca,Bivalvia,Galeommatida,Lasaeidae,Lasaea,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,370,Limaria hemphilli,Lima,clam,file shell,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie",low,under rocks,solitary,mobile,not reported,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,505495,Animalia,Mollusca,Bivalvia,Limida,Limidae,Limaria,Autobranchia,Pteriomorphia,NA,NA,Limoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,392,Entodesma navicula,Entodesma saxicola,clam,rock entodesma,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"attached in crevices; Byssally attached under rocks in low intertidal, in fouling on wharf pilings",solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,506763,Animalia,Mollusca,Bivalvia,NA,Lyonsiidae,Entodesma,Autobranchia,Heteroconchia,Euheterodonta,Anomalodesmata,Pandoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,393,Mytilimeria nuttalli,NA,clam,sea bottle clam,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,embedded in colonies of compound ascidians,solitary,mobile,not reported,filter feeder,NA,NA,"Archidistoma psammion, Cystodytes lobatus",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,506784,Animalia,Mollusca,Bivalvia,NA,Lyonsiidae,Mytilimeria,Autobranchia,Heteroconchia,Euheterodonta,Anomalodesmata,Pandoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,382,Semele rupicola,NA,clam,semele-of-the-rocks,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"crevices, mussel beds, little known",solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,507317,Animalia,Mollusca,Bivalvia,Cardiida,Semelidae,Semele,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Tellinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,378,Diplodonta orbella,NA,clam,round diplodonta,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"under rocks, in rubble, builds a nest",solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,582539,Animalia,Mollusca,Bivalvia,Venerida,Ungulinidae,Diplodonta,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Ungulinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,379,Irusella lamellifera,Irus lamellifer,clam,rock venus,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"crevices, empty pholad burrows; Nestling among rocks, in pholad burrows along outer coast;",solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,507720,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Irusella,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Veneroidea,NA,Tapetinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1972,Leukoma staminea,Protothaca,clam,Pacific littleneck,NA,NA,adult,NA,Both,present,Light & Smith,all,nestling among rocks (often in empty pholad holes) on outer coast,solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,507737,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Leukoma,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Veneroidea,NA,Venerinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,381,Petricola californiensis,NA,clam,NA,NA,NA,adult,NA,S,fairly common,"Morris, Abbott, & Haderlie",low,among mussels,solitary,mobile,not reported,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,507425,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Petricola,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Veneroidea,NA,Petricolinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,380,Petricola carditoides,NA,clam,NA,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"crevices, empty pholad burrows",solitary,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,507469,Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Petricola,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Veneroidea,NA,Petricolinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,969,Haliclystus sanjuanensis,NA,cnidarian,NA,NA,"Unalaska Island in the Aleutians (53.4¬∞ N, 166.8¬∞ W) in the northwest, to Santa Barbara County, California, just north of Point Conception (34.5¬∞ N, 120.5¬∞ W)",adult,NA,N,present,Mills et al (2023),low,"On living eelgrass, surfgrass, Zostera marina, Phyllospadix scouleri, or on various species of red, green,, brown algae",solitary,sessile,not reported,filter feeder,generalist,NA,"Zostera marina, Phyllospadix scouleri, or on various species of red, green,, brown algae",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Haliclystus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,968,Haliclystus sp.,NA,cnidarian,NA,NA,British Columbia to California,adult,NA,Both,rare,Light & Smith,low,NA,solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Haliclystus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,967,Manania gwilliami,NA,cnidarian,NA,NA,Vancouver Island to Baja California,adult,400,Both,present,Light & Smith,low,"Attached to rocks, algae in surf-swept areas; very cryptic near coralline algae",solitary,sessile,not reported,filter feeder,generalist,NA,"algae, coralline algae",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,287219,Animalia,Cnidaria,Staurozoa,Stauromedusae,Haliclystidae,Manania,NA,NA,NA,NA,NA,Medusozoa,NA,NA,Myostaurida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,716,Aggregata polibraxiona,NA,coccidian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregating,sessile,not reported,primary producer,NA,NA,NA,NA,NA,NA,octopus,NA,NA,Taxonomic,Species,1,NA,NA,NA,NA,NA,NA,NA,Chromista,Myzozoa,Conoidasida,Eucocciodiorida,Aggregatidae,Aggregata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1032,Ameira longipes,NA,copepod,NA,zooplankton,cosmopolitan,adult,NA,Both,common,Light & Smith,all,"high intertidal pools to shallow subtidal eelgrass beds where microalgal epiphytes, detritus occur",aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115517,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Ameira,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1033,Ameira parvuloides,NA,copepod,NA,zooplankton,no data,adult,NA,no data,present,Light & Smith,no data,no data,aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115522,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Ameira,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1035,Nitocra californica,NA,copepod,NA,zooplankton,Hopkins Marine Station,adult,NA,N,present,Light & Smith,all,"tide pool with shell sand, stones,, algae near HMS",aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Subspecies,NA,NA,NA,NA,NA,NA,NA,1735342,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitocra,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1034,Nitokra spinipes,NA,copepod,NA,zooplankton,cosmopolitan,adult,NA,Both,present,Light & Smith,high,tide pools with freshwater input.,aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115576,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Nitokra,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1036,Praeleptomesochra similis,NA,copepod,NA,zooplankton,Hopkins Marine Station,adult,NA,N,present,Light & Smith,all,"Tidal pools, shell sand, stones, algae.",aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,360268,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Praeleptomesochra,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1038,Pseudoleptomesochra typica,NA,copepod,NA,zooplankton,Hopkins Marine Station,adult,NA,N,present,Light & Smith,all,"tidal pools containing shell sand, stones,, algae off HMS",aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,355209,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Pseudoleptomesochra,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1037,Psyllocamptus triarticulatus,NA,copepod,NA,zooplankton,Hopkins Marine Station,adult,NA,N,present,Light & Smith,all,"tidal pools containing shell sand, stones,, algae off HMS",aggregating,mobile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,360377,Animalia,Arthropoda,Copepoda,Harpacticoida,Ameiridae,Psyllocamptus,NA,Neocopepoda,NA,Podoplea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
