date_changed,Reference #,Use,Paper Title,Author,Year,Focal consumer taxon,Focal consumer life stage,Focal consumer type,Consumption type,Resource taxon,resource taxonomic resolution,Resource description,nsboth,CA,EP_RIZ,General location of study,Coordinates of study site,notes,added to edge list,initials,,secondary_citation,link or doi,,,
03/19/2024 02:14PM,139,interaction report,"Cleaning and Scale-Eating in Juveniles of the Kyphosid Fishes, Hermosilla azurea and Girella nigricans",E. E. DEMARTINI AND JAMES A. COYER,1981,Kyphosus azureus,juvenile,predator,predation,Girella nigricans,species,Girella nigricans,s,y,y,"Santa Catalina Island, CA, USA, and some sites across San Diego as well ",,"*Juvinile G. nigricans will eat the ectoparasites and dead skin off of other fish, cleaning them. Occasionally they will also just nip the sides of fish, which was termed ""scale-eating"" when it was observed in hosts with no visible ectoparasites who negatively reacted to this. The majority of fish they would clean or scale eat are atherinid fishes, mainly including atherinops affinis. The cleaning that gets done exhibits mutualism between these two fishes. The scale eating exhibits predation. Juvinile G. nigricans themselves experience ""scale eating"" by  Hermosilla azure.",done,EMH,,,,,,
03/04/2024 01:38PM,140,interaction report,"Diet, food preference, and algal availability for fishes and crabs on intertidal reef communities in southernCalifornia",James P. Barry’ & Michael J. Ehret*,1993,Girella nigricans,adult,grazer,herbivory,Enteromorpha,genus,Enteromorpha sp,s,y,y,"Casa Pool, Bench Reef, and North Bird Rock in La Jolla, CA, USA",,03/20/2024 02:13PM,done,EMH,,,,,,
03/04/2024 01:38PM,140,interaction report,"Diet, food preference, and algal availability for fishes and crabs on intertidal reef communities in southernCalifornia",James P. Barry’ & Michael J. Ehret*,1993,Girella nigricans,adult,grazer,herbivory,Binghamia forkii,species,Binghamia forkii,s,y,y,"Casa Pool, Bench Reef, and North Bird Rock in La Jolla, CA, USA",,"*Interestingly, the G. nigricans that we will be researching within intertidal zone pools will most likely all be juvenile. This means that they will most likely have a carnivorous or omnivorous diet and interact with more species than adults which are largely herbivorous and mainly interact with algae. Enteromorpha sp., Ulva sp, and Binghamia forkii were the three most important algae to G. nigricans' diet, ( along with the other organisms observed in this study). There is a table which describes over 30 species of algae/some amphipods that G. nigricans include in their diet. ",done,EMH,,,,,,
03/03/2024 03:40PM,140,interaction report,"Diet, food preference, and algal availability for fishes and crabs on intertidal reef communities in southernCalifornia",James P. Barry’ & Michael J. Ehret*,1993,Girella nigricans,adult,grazer,herbivory,Ulva sp.,species,Ulva sp,s,y,y,"Casa Pool, Bench Reef, and North Bird Rock in La Jolla, CA, USA",,"*Interestingly, the G. nigricans that we will be researching within intertidal zone pools will most likely all be juvenile. This means that they will most likely have a carnivorous or omnivorous diet and interact with more species than adults which are largely herbivorous and mainly interact with algae. Enteromorpha sp., Ulva sp, and Binghamia forkii were the three most important algae to G. nigricans' diet, ( along with the other organisms observed in this study). There is a table which describes over 30 species of algae/some amphipods that G. nigricans include in their diet. ",done,EMH,,,,,,
03/03/2024 03:40PM,141,interaction report,Temperature and diet effects on omnivorous fish performance: implications for the latitudinal diversity gradient in herbivorous fishes,"Michael D. Behrens, Kevin D. Lafferty",2007,Girella nigricans,adult,grazer,herbivory,Ulva,genus,Ulva spp. ,s,y,y,Santa Barbara Harbor,"34, 24.241N; 119, 41.519W",03/20/2024 02:07PM,done,EMH,,,,,,
03/04/2024 01:38PM,142,interaction report,Activity pattern as a mechanism of predator avoidance in two species of acmaeid limpet,Raymond A.Wells1,1980,Girella nigricans,adult,predator,predation,Collisella limatula,species,Collisella limatula,s,y,y,"Santa Catalina Island, California",33°25.4'N: 118°30.8'W,"*G. nigricans are listed as a predator of both Collisella limatula and Collisella scabra. These two limpets adjust their foraging habits in order to avoid predators such as G. nigricans. This predation may be accidental as they feed on algae, but I still included it in the edge list as it is a confirmed interaction. ",done,EMH,,,,,,
03/04/2024 01:38PM,142,interaction report,Activity pattern as a mechanism of predator avoidance in two species of acmaeid limpet,Raymond A.Wells2,1980,Girella nigricans,adult,predator,predation,Collisella scabra,species,Collisella scabra,s,y,y,"Santa Catalina Island, California",33°25.4'N: 118°30.8'W,"*G. nigricans are listed as a predator of both Collisella limatula and Collisella scabra. These two limpets adjust their foraging habits in order to avoid predators such as G. nigricans. This predation may be accidental as they feed on algae, but I still included it in the edge list as it is a confirmed interaction. ",done,EMH,,,,,,
,143,interaction report,Predator-prey functional responses and predation by staghorn sculpins (Leptocottus armatus) on chum salmon fry (Oncorhynchus keta),"Mace, Pamela M.",1983,Leptocottus armatus,adult,predator,predation,Oncorhynchus keta,species,Oncorhynchus keta,n,n,y,"Vancouver Island, British Columbia",,03/20/2024 01:49PM,Not yet,EMH,,,,,,
03/03/2024 03:42PM,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad10",2006,Leptocottus armatus,adult,predator,predation,NA,NA,"Amphipod parts, larval fish, insect larvae, pickleweed",n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W",03/20/2024 02:12PM,N,EMH,,,,,,
03/04/2024 01:38PM,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad3",2006,Leptocottus armatus,adult,predator,predation,Corophium alienense,species,Corophium alienense,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W",03/20/2024 01:49PM,done,EMH,,,,,,
03/04/2024 01:38PM,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad7",2006,Leptocottus armatus,adult,predator,predation,Gnorimosphearoma oregonense,species,Gnorimosphearoma oregonense,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W","*The diet of Leptocottus analis was analyzed. Specific species that were identified as a part of the diet included Corophium alienense, Traskorchestia traskiana, Neomysis kadiakensis, Neanthes succinea, Gnorimosphearoma oregonense, Sinelobus stanfordii, Nippoleucon hinumensis. More general groupings of L. analis diet included larval fish, insect larvae, pickleweed, and amphipod parts. ",done,EMH,,,,,,
,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad6",2006,Leptocottus armatus,adult,predator,predation,Neanthes succinea,species,Neanthes succinea,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W","*The diet of Leptocottus analis was analyzed. Specific species that were identified as a part of the diet included Corophium alienense, Traskorchestia traskiana, Neomysis kadiakensis, Neanthes succinea, Gnorimosphearoma oregonense, Sinelobus stanfordii, Nippoleucon hinumensis. More general groupings of L. analis diet included larval fish, insect larvae, pickleweed, and amphipod parts. ",done,EMH,,,,,,
,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad5",2006,Leptocottus armatus,adult,predator,predation,Neomysis kadiakensis,species,Neomysis kadiakensis,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W","*The diet of Leptocottus analis was analyzed. Specific species that were identified as a part of the diet included Corophium alienense, Traskorchestia traskiana, Neomysis kadiakensis, Neanthes succinea, Gnorimosphearoma oregonense, Sinelobus stanfordii, Nippoleucon hinumensis. More general groupings of L. analis diet included larval fish, insect larvae, pickleweed, and amphipod parts. ",done,EMH,,,,,,
,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad9",2006,Leptocottus armatus,adult,predator,predation,Nippoleucon hinumensis,species,Nippoleucon hinumensis,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W","*The diet of Leptocottus analis was analyzed. Specific species that were identified as a part of the diet included Corophium alienense, Traskorchestia traskiana, Neomysis kadiakensis, Neanthes succinea, Gnorimosphearoma oregonense, Sinelobus stanfordii, Nippoleucon hinumensis. More general groupings of L. analis diet included larval fish, insect larvae, pickleweed, and amphipod parts. ",done,EMH,,,,,,
,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad8",2006,Leptocottus armatus,adult,predator,predation,Sinelobus stanfordii,species,Sinelobus stanfordii,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W","*The diet of Leptocottus analis was analyzed. Specific species that were identified as a part of the diet included Corophium alienense, Traskorchestia traskiana, Neomysis kadiakensis, Neanthes succinea, Gnorimosphearoma oregonense, Sinelobus stanfordii, Nippoleucon hinumensis. More general groupings of L. analis diet included larval fish, insect larvae, pickleweed, and amphipod parts. ",done,EMH,,,,,,
,144,interaction report,Community composition and diet of fishes as a function of tidal channel geomorphology,"Tammie A. Visintainer1, 4,*, Stephen M. Bollens2, Charles Simenstad4",2006,Leptocottus armatus,adult,predator,predation,Traskorchestia traskiana,species,Traskorchestia traskiana,n,y,y,"China Camp Marsh, San Francisco Estuary, California, USA","38° 00.943’ N, 122° 30.010’ W","*The diet of Leptocottus analis was analyzed. Specific species that were identified as a part of the diet included Corophium alienense, Traskorchestia traskiana, Neomysis kadiakensis, Neanthes succinea, Gnorimosphearoma oregonense, Sinelobus stanfordii, Nippoleucon hinumensis. More general groupings of L. analis diet included larval fish, insect larvae, pickleweed, and amphipod parts. ",done,EMH,,,,,,
,145,interaction report,Integrating spatial and temporal variability into the analysis of fish food web linkages in Tijuana Estuary,"Janelle M. West, Gregory D. Williams, Sharook P. Madon, Joy B. Zedler",2003,Leptocottus armatus,adult,predator,predation,Hemigrapsus oregonensis,species,Hemigrapsus oregonensis,s,n,y,Tijuana River National Estuarine Research Reserve,"(32◦ 34’ N, 117◦ 07’ W)",03/20/2024 02:05PM,done,EMH,,,,,,
03/04/2024 01:38PM,146,interaction report,Siphon nipping: Its importance to small fishes and its impact on growth of the bivalve Protothaca staminea (Conrad),Charles H.PetersonMillicent L.Quammen,1982,Leptocottus armatus,adult,predator,predation,Macoma,genus,Macoma spp,s,y,y,"Mugu Lagoon, Ventura County, California, U.S.A.",,03/20/2024 02:09PM,done,EMH,,,,,,
03/04/2024 01:38PM,146,interaction report,Siphon nipping: Its importance to small fishes and its impact on growth of the bivalve Protothaca staminea (Conrad),Charles H.PetersonMillicent L.Quammen,1982,Leptocottus armatus,adult,predator,predation,Protothaca staminea,species,Protothaca staminea,s,y,y,"Mugu Lagoon, Ventura County, California, U.S.A.",,03/20/2024 02:09PM,done,EMH,,,,,,
03/04/2024 01:38PM,147,interaction report,A survey of the helminth parasites of Leptocottus armatus armatus Girard,"Dunlap, Delpha Deane",1951,Echinorhynchus gadi,adult,parasite,ectoparasitism,Leptocottus armatus,species,Leptocottus armatus,n,n,y,"Oregon Institute of Marine Biology at Charleston, Oregon",,03/20/2024 01:49PM,done,EMH,,,,,,
03/19/2024 08:49AM,147,interaction report,A survey of the helminth parasites of Leptocottus armatus armatus Girard,"Dunlap, Delpha Deane",1951,Podocotyle reflexa,adult,parasite,ectoparasitism,Leptocottus armatus,species,Leptocottus armatus,n,n,y,"Oregon Institute of Marine Biology at Charleston, Oregon",,03/20/2024 01:50PM,done,EMH,,,,,,
,147,interaction report,A survey of the helminth parasites of Leptocottus armatus armatus Girard,"Dunlap, Delpha Deane",1951,Podocotyle reflexa,adult,parasite,ectoparasitism,Leptocottus armatus,species,Leptocottus armatus,n,n,y,"Oregon Institute of Marine Biology at Charleston, Oregon",,"*Helminth parasites that commonly infect L. armatus were inspected. The top 4 species of helminth parasites were Echinorhynchus gadi, Podocotyle olssoni, Podocotyle reflexa, and Tubulovesicula sp. ",done,EMH,,,,,,
03/19/2024 04:46PM,147,interaction report,A survey of the helminth parasites of Leptocottus armatus armatus Girard,"Dunlap, Delpha Deane",1951,Tubulovesicula sp.,adult,parasite,ectoparasitism,Leptocottus armatus,species,Leptocottus armatus,n,n,y,"Oregon Institute of Marine Biology at Charleston, Oregon",,"*Helminth parasites that commonly infect L. armatus were inspected. The top 4 species of helminth parasites were Echinorhynchus gadi, Podocotyle olssoni, Podocotyle reflexa, and Tubulovesicula sp. ",done,EMH,,,,,,
,148,interaction report,Predation on a burrowing shrimp: Distribution and community consequences,Martin H.Posey,1986,Leptocottus armatus,adult,predator,predation,Callianassa californiensis,species,Callianassa californiensis,n,n,y,"Different areas along Coos Bay, Oregon Coast ( no coordinates given ) ",,03/20/2024 02:12PM,done,EMH,,,,,,
,149,interaction report,The importance of seahorses and pipefishes in the diet of marine animals,D. Kleiber • L. K. Blight • I. R. Caldwell • A. C. J. Vincent,2011,Arius platypogon,adult,predator,predation,Sygnathus californiensis,species,Sygnathus californiensis,,,,"meta-anaysis, no exact location listed ",,"*Prionace glauca, Arius platypogon, and Thalasseus elegans were all listed as a predator specifically for S. californiensis. Although other predators were listed for the same genus(syngnathus), this was the only predator specifically listed for this species. ",done,EMH,,,,,,
03/19/2024 08:44AM,149,interaction report,The importance of seahorses and pipefishes in the diet of marine animals,D. Kleiber • L. K. Blight • I. R. Caldwell • A. C. J. Vincent,2011,Prionance glauca,adult,predator,predation,Sygnathus californiensis,species,Sygnathus californiensis,,,,"meta-anaysis, no exact location listed ",,"*Prionace glauca, Arius platypogon, and Thalasseus elegans were all listed as a predator specifically for S. californiensis. Although other predators were listed for the same genus(syngnathus), this was the only predator specifically listed for this species. ","done - remove, not in RIZ",EMH,,,,,,
,149,interaction report,The importance of seahorses and pipefishes in the diet of marine animals,D. Kleiber • L. K. Blight • I. R. Caldwell • A. C. J. Vincent,2011,Thalasseus elegans,adult,predator,predation,Sygnathus californiensis,species,Sygnathus californiensis,,,,"meta-anaysis, no exact location listed ",,"*Prionace glauca, Arius platypogon, and Thalasseus elegans were all listed as a predator specifically for S. californiensis. Although other predators were listed for the same genus(syngnathus), this was the only predator specifically listed for this species. ",done,EMH,,,,,,
