resource,resourceNum,resourceName,resourceCat,resourceStage,consumer,consumerNum,consumerName,consumerCat,consumerStage,interactionType,referenceNum,justification,confidence,localities,interactionZone,habitat,parasitic
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1249_Colidotea findleyi_1,1249,Colidotea findleyi,isopod,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1250_Erichsonella crenulata_1,1250,Erichsonella crenulata,isopod,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1251_Erichsonella pseudoculata_1,1251,Erichsonella pseudoculata,isopod,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2086_Enophrys bison_1,2086,Enophrys bison,fish,1,1,361,6,3,"mudflat in Northern California; Humboldt Bay, Humboldt County, Ca; Dillon Beach, CA",low,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,2087_Gibbonsia montereyensis_1,2087,Gibbonsia montereyensis,fish,1,1,362,6,2,"Dillon Beach, CA; Bering Sea",low,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,3000_Cebidichthys violaceus_4,3000,Cebidichthys violaceus,fish,4,1,359,6,2,"Central California; Diablo Canyon, CA",all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,359,6,2,"Central California; Diablo Canyon, CA",all,pools,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1252_Idotea ochotensis_1,1252,Idotea ochotensis,isopod,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,1_Gibbonsia metzi_1,1,Gibbonsia metzi,fish,1,1,7,3,1,"Los Angeles; Portugese Bend, CA",all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,2_Gibbonsia elegans_1,2,Gibbonsia elegans,fish,1,1,7,3,1,"Los Angeles; Portugese Bend, CA",all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1253_Pentidotea resecata_1,1253,Pentidotea resecata,isopod,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2083_Clinocottus globiceps_1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2084_Clinocottus recalvus_1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2085_Clinocottus spp._1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2086_Enophrys bison_1,2086,Enophrys bison,fish,1,1,361,6,3,"mudflat in Northern California; Humboldt Bay, Humboldt County, Ca; Dillon Beach, CA",low,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,2087_Gibbonsia montereyensis_1,2087,Gibbonsia montereyensis,fish,1,1,362,6,2,"Dillon Beach, CA; Bering Sea",low,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,3000_Cebidichthys violaceus_4,3000,Cebidichthys violaceus,fish,4,1,359,6,2,"Central California; Diablo Canyon, CA",all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,3002_Xiphister mucosus_4,3002,Xiphister mucosus,fish,4,1,359,6,2,"Central California; Diablo Canyon, CA",all,pools,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,3012_Haematopus bachmani_1,3012,Haematopus bachmani,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,3018_Larus brachyrynchus_1,3018,Larus brachyrynchus,bird,1,1,407,6,2,"Active Pass, BC",all,both,n
1254_Idotea rufescens_1,1254,Idotea rufescens,isopod,1,3049_Melanitta perspicillata_1,3049,Melanitta perspicillata,bird,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,15_Clinocottus analis_1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,19_Gobiesox maeandricus_1,19,Gobiesox maeandricus,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,126_Amphiporus imparispinosus_1,126,Amphiporus imparispinosus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,539_Pugettia producta_4,539,Pugettia producta,true crab,4,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,540_Pugettia gracilis_1,540,Pugettia gracilis,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,541_Pugettia richii_1,541,Pugettia richii,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,542_Pugettia dalli_1,542,Pugettia dalli,true crab,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,984_Crangon handi_1,984,Crangon handi,shrimp,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,1718_Amphiporus cruentatus_1,1718,Amphiporus cruentatus,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,1719_Amphiporus flavescens_1,1719,Amphiporus flavescens,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,1720_Amphiporus formidabilis_1,1720,Amphiporus formidabilis,nemertean,1,1,"375, 376",6,3,Sanak Archipelago,all,both,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,2081_Clinocottus acuticeps_1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
1255_Pentidotea schmitti_1,1255,Pentidotea schmitti,isopod,1,2082_Clinocottus embryum_1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,Sanak Archipelago,all,pools,n
