reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,alternate_nomenclature,resource_category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,resource_phylum,resource_class,resource_order,resource_family,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
162,Archidoris odhneri,adult,Craniella,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hypselodoris californiensis,adult,Haliclona,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",629,Haliclona cinerea,Haliclona permollis,sponge,purple encrusting sponge,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,sessile,NA,filter feeder,generalist,Peltodoris nobilis,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,231816,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hypselodoris californiensis,adult,Haliclona,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",51,Haliclona gellindra,Adocia gellindra,sponge,NA,NA,NA,adult,NA,Central,uncommon,Light & Smith,all,NA,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,191486,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hypselodoris californiensis,adult,Haliclona,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",746,Haliclona permollis,NA,sponge,purple encrusting sponge,NA,NA,adult,NA,Both,common,NA,low,tidepools and crevices,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,157391,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hypselodoris californiensis,adult,Haliclona,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",70,Haliclona sp.,Prianos sp.,sponge,NA,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie",NA,NA,colonial,sessile,NA,filter feeder,generalist,Diaulula sandiegensis,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,NA,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Cadlina luteomarginata,adult,Higginsia,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",71,Higginsia sp.,NA,sponge,NA,NA,NA,adult,NA,N,NA,"Morris, Abbott, & Haderlie",NA,NA,colonial,sessile,NA,filter feeder,generalist,Cadlina luteomarginata,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,NA,Animalia,Porifera,Demospongiae,Axinellida,Stelligeridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Phidiana pugnax,adult,Hydractinia,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",910,Hydractinia armata,NA,hydroid,NA,NA,San Franscisco,hydroid colony,NA,N,present,Light & Smith,all,"Found in association with H. milled (Fraser 1946), on coralline algae in tide pools at Moss Beach, a rocky intertidal site on the open coast just south of San Francisco Bay",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26:00,NA,284841,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Filifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Phidiana pugnax,adult,Hydractinia,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",228,Hydractinia milleri,NA,hydroid,NA,NA,British Columbia to central California,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,"under rocks, on hermit crab shells",colonial,mobile,"crustacean larvae, nematodes, benthic animals",carnivore (scavenger + predator),generalist,NA,NA,Pagurus sp.,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,284873,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Filifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hermissenda crassicornis,adult,Obelia,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",86,Obelia bidentata,NA,hydroid,NA,NA,NA,hydroid,NA,Both,abundant,"Morris, Abbott, & Haderlie; L&S",low,NA,colonial,sessile,NA,filter feeder,generalist,Doto sp.,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,117385,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hermissenda crassicornis,adult,Obelia,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",85,Obelia dichotoma,NA,hydroid,NA,NA,Alaska to the tropics,hydroid,NA,Both,abundant,"Morris, Abbott, & Haderlie; L&S",low,occurring on many different substrates including swimming animals (ranging from sharks to copepods),colonial,sessile,NA,filter feeder,generalist,Doto sp.,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,117386,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Hermissenda crassicornis,adult,Obelia,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",87,Obelia geniculata,NA,hydroid,NA,NA,British Columbia to the tropics,hydroid,NA,Both,abundant,"Morris, Abbott, & Haderlie; L&S",low,"On various substrates, especially algae",colonial,sessile,NA,filter feeder,generalist,Doto sp.,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,117388,Animalia,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Anisodoris nobilis,adult,Prianos,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Doriopsilla albopunctata,adult,Suberites,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",741,Suberites suberea,NA,sponge,NA,NA,NA,adult,NA,NA,NA,NA,very low,sometimes carried by hermit crabs,NA,sessile,NA,filter feeder,generalist,nudibranchs,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,236783,Animalia,Porifera,Demospongiae,Suberitida,Suberitidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Archidoris odhneri,adult,Syringella,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Archidoris odhneri,adult,Tedania,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",40,Tedania (Tedania) obscurata,NA,sponge,NA,NA,NA,adult,NA,Central,rare,Light & Smith,very low,NA,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,confirm whether to include,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,169571,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tedania (Tedania),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Archidoris odhneri,adult,Tedania,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",41,Tedania gurjanovae,NA,sponge,NA,NA,NA,adult,NA,Central,rare,Light & Smith,low,NA,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,confirm whether to include,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,194271,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Archidoris odhneri,adult,Tedania,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",42,Tedania toxicalis,NA,sponge,NA,NA,NA,adult,NA,Central,NA,Light & Smith,NA,NA,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,confirm whether to include,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,194280,Animalia,Porifera,Demospongiae,Poecilosclerida,Tedaniidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Triopha maculata,adult,Tricellaria,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",834,Tricellaria circumternata,Trincellaria ternata,bryozoan,NA,NA,"British Columbia, Dillon Beach and Big Sur, central California",adult,2 - 200,N,present,Light & Smith,low,"attached to hydroids, arenaceous worm tubes, erect bryozoan colonies, seaweeds",colonial,sessile,NA,filter feeder,generalist,NA,"hydroids, aranaceous worms, bryozoans, algae",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469473,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,NA,NA,NA,NA,Buguloidea,NA,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,Triopha maculata,adult,Tricellaria,genus,"Meta-analysis, or literature summary, no exact location specified for each individual",128,Tricellaria occidentalis,NA,bryozoan,NA,NA,"? British Columbia, California, ? Baja California",adult,2 - 200,both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"common in fouling on boat hulls, other hard substrates, algae",colonial,sessile,NA,filter feeder,generalist,NA,algae,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,395061,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,NA,NA,NA,NA,Buguloidea,NA,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Hypselodoris californiensis,adult,Haliclona,genus,San Diego (did not include any specific locations),629,Haliclona cinerea,Haliclona permollis,sponge,purple encrusting sponge,NA,NA,adult,NA,NA,NA,NA,NA,NA,NA,sessile,NA,filter feeder,generalist,Peltodoris nobilis,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,231816,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Hypselodoris californiensis,adult,Haliclona,genus,San Diego (did not include any specific locations),51,Haliclona gellindra,Adocia gellindra,sponge,NA,NA,NA,adult,NA,Central,uncommon,Light & Smith,all,NA,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,191486,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Hypselodoris californiensis,adult,Haliclona,genus,San Diego (did not include any specific locations),746,Haliclona permollis,NA,sponge,purple encrusting sponge,NA,NA,adult,NA,Both,common,NA,low,tidepools and crevices,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,157391,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Hypselodoris californiensis,adult,Haliclona,genus,San Diego (did not include any specific locations),70,Haliclona sp.,Prianos sp.,sponge,NA,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie",NA,NA,colonial,sessile,NA,filter feeder,generalist,Diaulula sandiegensis,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,NA,Animalia,Porifera,Demospongiae,Haplosclerida,Chalinidae,Heteroscleromorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,Anisodoris nobilis,adult,Prianos,genus,San Diego (did not include any specific locations),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,OCTOPUS BIMACULOIDES,adult,Echiurus,genus,"Bahía de Los Angeles, BC, Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Dendronotus subramosus,adult,Aglaophenia,genus,"Naples Point, CA",940,Aglaophenia inconspicua,NA,hydroid,NA,NA,"Heceta Head, Oregon to Santa Maria Bay, Baja California",hydroid colony,NA,Both,present,Light & Smith,all,on algae,colonial,sessile,NA,filter feeder,generalist,NA,in close association with an unidentified sponge (Class Demospongiae). Foraminiferans (Cibicideslobatulus?) were found growing epizoically on the theca of some.,NA,Peachia quinquecapitata,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,284030,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Hydroidolina,NA,NA,NA,Plumularioidea,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Dendronotus subramosus,adult,Aglaophenia,genus,"Naples Point, CA",92,Aglaophenia latirostris,NA,hydroid,ostrich plume hydroid,NA,British Columbia to Central America,hydroid,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",low,Common on rocks and large red and brown algae from the low intertidal,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,284035,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Hydroidolina,NA,NA,NA,Plumularioidea,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Dendronotus subramosus,adult,Aglaophenia,genus,"Naples Point, CA",91,Aglaophenia struthionides,NA,hydroid,ostrich plume hydroid,650,Alaska to Southern California,hydroid,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,exposed rocky shores,colonial,sessile,NA,filter feeder,generalist,"Dendronotus subramosus, Doto sp.",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,284054,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Hydroidolina,NA,NA,NA,Plumularioidea,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Doto columbiana,adult,Aglaophenia,genus,"Naples Point, CA",940,Aglaophenia inconspicua,NA,hydroid,NA,NA,"Heceta Head, Oregon to Santa Maria Bay, Baja California",hydroid colony,NA,Both,present,Light & Smith,all,on algae,colonial,sessile,NA,filter feeder,generalist,NA,in close association with an unidentified sponge (Class Demospongiae). Foraminiferans (Cibicideslobatulus?) were found growing epizoically on the theca of some.,NA,Peachia quinquecapitata,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,284030,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Hydroidolina,NA,NA,NA,Plumularioidea,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Doto columbiana,adult,Aglaophenia,genus,"Naples Point, CA",92,Aglaophenia latirostris,NA,hydroid,ostrich plume hydroid,NA,British Columbia to Central America,hydroid,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",low,Common on rocks and large red and brown algae from the low intertidal,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,284035,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Hydroidolina,NA,NA,NA,Plumularioidea,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Doto columbiana,adult,Aglaophenia,genus,"Naples Point, CA",91,Aglaophenia struthionides,NA,hydroid,ostrich plume hydroid,650,Alaska to Southern California,hydroid,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,exposed rocky shores,colonial,sessile,NA,filter feeder,generalist,"Dendronotus subramosus, Doto sp.",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,284054,Animalia,Cnidaria,Hydrozoa,Leptothecata,Aglaopheniidae,Hydroidolina,NA,NA,NA,Plumularioidea,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Acanthodoris lutea,adult,Alcyonidium,genus,"Naples Point, CA",631,Alcyonidium parasiticum,NA,bryozoan,NA,NA,NA,adult,NA,N,present,Light & Smith,low,"thickly encrusts erect hydroids, bryozoans; shallow water to 10 m",colonial,sessile,NA,filter feeder,generalist,NA,"erect hydroids, bryozoans",NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,111604,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,NA,NA,NA,NA,Alcyonidioidea,NA,NA,NA,Alcyonidiina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Acanthodoris lutea,adult,Alcyonidium,genus,"Naples Point, CA",981,Alcyonium sp.,"Gersemia rubiformis""",octocoral,sea strawberry,NA,"Alaska to Sonoma County, CA",adult,NA,N,present,Light & Smith,low,NA,colonial,sessile,NA,filter feeder,generalist,Tritonia festiva,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26:00,NA,NA,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Acanthodoris rhodoceras,adult,Alcyonidium,genus,"Naples Point, CA",631,Alcyonidium parasiticum,NA,bryozoan,NA,NA,NA,adult,NA,N,present,Light & Smith,low,"thickly encrusts erect hydroids, bryozoans; shallow water to 10 m",colonial,sessile,NA,filter feeder,generalist,NA,"erect hydroids, bryozoans",NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,111604,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,NA,NA,NA,NA,Alcyonidioidea,NA,NA,NA,Alcyonidiina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Acanthodoris rhodoceras,adult,Alcyonidium,genus,"Naples Point, CA",981,Alcyonium sp.,"Gersemia rubiformis""",octocoral,sea strawberry,NA,"Alaska to Sonoma County, CA",adult,NA,N,present,Light & Smith,low,NA,colonial,sessile,NA,filter feeder,generalist,Tritonia festiva,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26:00,NA,NA,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Alcyonidiidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Aplysiopsis enteromorphae,adult,Chaetomorpha,genus,"Naples Point, CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Rostanga pulchra,adult,Clathria originalis,genus,"Naples Point, CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Anteaeolidiella chromosoma,adult,Diadumene,genus,"Naples Point, CA",973,Diadumene lighti,NA,anemone,NA,NA,Alaska to Central America,adult,38,Both,present,Light & Smith,all,In sand among algal holdfasts along edges of rocky shore tide channels,solitary,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26:00,NA,283514,Animalia,Cnidaria,Hexacorallia,Actiniaria,Diadumenidae,NA,NA,NA,NA,Metridioidea,Anthozoa,NA,NA,Enthemonae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Anteaeolidiella chromosoma,adult,Diadumene,genus,"Naples Point, CA",108,Diadumene lineata,Haliplanella luciae,anemone,NA,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie",middle,under rocks in pools,solitary,sessile,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,395099,Animalia,Cnidaria,Hexacorallia,Actiniaria,Diadumenidae,NA,NA,NA,NA,Metridioidea,Anthozoa,NA,NA,Enthemonae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Aeolidia loui,adult,Diadumene,genus,"Naples Point, CA",973,Diadumene lighti,NA,anemone,NA,NA,Alaska to Central America,adult,38,Both,present,Light & Smith,all,In sand among algal holdfasts along edges of rocky shore tide channels,solitary,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26:00,NA,283514,Animalia,Cnidaria,Hexacorallia,Actiniaria,Diadumenidae,NA,NA,NA,NA,Metridioidea,Anthozoa,NA,NA,Enthemonae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Aeolidia loui,adult,Diadumene,genus,"Naples Point, CA",108,Diadumene lineata,Haliplanella luciae,anemone,NA,NA,NA,adult,NA,Both,rare,"Morris, Abbott, & Haderlie",middle,under rocks in pools,solitary,sessile,NA,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,395099,Animalia,Cnidaria,Hexacorallia,Actiniaria,Diadumenidae,NA,NA,NA,NA,Metridioidea,Anthozoa,NA,NA,Enthemonae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,Catronia columbiana,adult,Ectopleura,genus,"Naples Point, CA",637,Ectopleura crocea,"Tubularia crocea, Pinauay crocea",hydroid,NA,NA,NA,adult,NA,Both,present,Light & Smith,low,mainly in estuaries but wide distribution,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,1,fix,NA,NA,NA,NA,NA,117981,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Hydroidolina,NA,NA,NA,NA,Medusozoa,NA,NA,Aplanulata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
